"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.183643416043721,0.0427954369401694,-0.0338434020299117,-0.0392970974293993,0.0150990421379555,0.116817730041975,0.247925333713686,0.391492079201687,0.529847172317131,0.660945304513627
0.389843431333001,0.281637067986733,0.0833641536277475,-0.171907743982279,-0.447182671188168,-0.702234907037649,-0.897443839970283,-1.00452893638341,-1.00727075720323,-0.900542174685074
0.78213669179912,0.783690137214165,0.687185918752331,0.511287165749542,0.282512096849035,0.033318423906345,-0.214627291223155,-0.441097091848468,-0.63329468925241,-0.778990988006392
-0.102787778736846,-0.0372018003715615,0.0255184444242371,0.0643872836849489,0.0633038776887266,0.0111649101711438,-0.0923688299153188,-0.231412011846797,-0.382560366032131,-0.519087163621569
-0.253361806817316,-0.134504273194944,0.00620426039840948,0.148473005229157,0.268500190456799,0.351752367163525,0.392872170194142,0.392231479365104,0.365615583018626,0.32968957248744
-0.612026699263891,-0.547121707425798,-0.51265372682708,-0.492532026875552,-0.456443384371731,-0.387978216251077,-0.279633110619833,-0.129907948004873,0.0448711639902693,0.239578237712939
-0.0392400223531657,0.0754682110604685,0.186047997119133,0.274962970994354,0.331700578949451,0.336022877699573,0.293865433988811,0.206645255419945,0.103040090668044,0.00771200960797197
-0.709946785894941,-0.599065293376604,-0.510944185014596,-0.465526570799369,-0.468779683814684,-0.523260371131743,-0.618203485976617,-0.73684712148477,-0.862169487402719,-0.977745775778955
-0.135178682713123,0.0616851385762935,0.192721241077095,0.257286358766633,0.264990539059641,0.239532388932043,0.201094591063571,0.174312076539973,0.174510222757402,0.204881975344637
1.20786840991692,1.38327926281364,1.54322343827428,1.69226019018775,1.83295302357924,1.95410914731372,2.04247479144793,2.07319020867977,2.02619335955783,1.88362680712634
0.0421158942021665,-0.109242518253546,-0.247373895529066,-0.369233496897052,-0.457281927354826,-0.501984155245708,-0.488364821229128,-0.409080723965431,-0.254114310075877,-0.0348135481890501
-0.461644961182874,-0.218203030231711,-0.000604211431316469,0.172616018892043,0.287185609006183,0.336959982103896,0.32270521048851,0.256583532426097,0.152275692952711,0.0264549847299531
1.34303949668966,1.28899619630922,1.19444549972066,1.06612301450179,0.919627724277054,0.767134541442281,0.622225329454693,0.490555736425778,0.375091971496352,0.274318355824749
-0.588894780706833,-0.492797389576873,-0.444470541322097,-0.441363317493016,-0.486872674575031,-0.570930556835064,-0.686249755221067,-0.823354872623307,-0.969704578572532,-1.12491882077049
1.17658390031007,0.884764874065364,0.559028470806275,0.213154108375168,-0.13962074699508,-0.46682823051363,-0.746262365097436,-0.959434908168974,-1.10144288372519,-1.17185082053041
-0.018559841994552,-0.0709511079013612,-0.155799165239059,-0.282003575756384,-0.455733484328108,-0.663127864813182,-0.892363226803386,-1.12653482490492,-1.33151144057026,-1.48599851798482
-0.238647220236553,-0.0601532387387554,0.149241344532365,0.363979254125547,0.57758180591757,0.770418171122248,0.92472872011446,1.0297119660774,1.07659248599073,1.07622267468842
0.105802420794882,0.179986301211616,0.244258566985023,0.289751179744685,0.310840587582913,0.310905959075228,0.308185478136621,0.32147666947475,0.376325121260427,0.479423760924669
0.983896062001041,1.00672669693055,0.944973728091038,0.812414102870167,0.628469326370242,0.430028237961951,0.241280121609735,0.0869961674863304,-0.0255926616461615,-0.0974416173112836
0.402011980492177,0.275346340378722,0.176684329893514,0.0982208021062274,0.0244101278744292,-0.0455899064875484,-0.124433905551483,-0.206089572341092,-0.289397865360503,-0.363374872881792
1.68887413064048,1.92819313471035,2.0957106692016,2.15207530371863,2.0987429871091,1.94193130984931,1.71370740949887,1.45215776558795,1.200319705354,0.989037646785502
