congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
91,President,99904,99,0,USA,200,0,0,"NIXON, Richard Milhous",N000116,1913,1994.0,0.552,-0.834,-62.80126,0.747,215,32,,,
91,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985.0,-0.204,0.795,-147.96775,0.728,467,58,,-0.09,0.705
91,Senate,12100,41,0,AL,100,0,1,"ALLEN, James Browning",A000127,1912,1978.0,0.016,1.0,-182.5924,0.713,540,83,,0.017,1.0
91,Senate,12105,81,0,AK,100,0,1,"GRAVEL, Maurice Robert (Mike)",G000388,1930,2021.0,-0.284,0.078,-152.08652,0.697,421,74,,-0.383,0.231
91,Senate,12109,81,0,AK,200,0,5,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-227.78324,0.611,463,113,,0.114,-0.472
91,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998.0,0.641,-0.289,-87.96278,0.772,340,41,,0.571,-0.22
91,Senate,10804,61,0,AZ,200,0,1,"FANNIN, Paul Jones",F000013,1907,2002.0,0.512,0.028,-103.38624,0.814,502,49,,0.435,0.004
91,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995.0,-0.38,0.925,-245.11622,0.592,468,124,,-0.484,0.875
91,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977.0,0.017,0.962,-116.56941,0.785,482,53,,0.032,0.811
91,Senate,10814,71,0,CA,200,0,1,"MURPHY, George Lloyd",M001092,1902,1992.0,0.341,-0.251,-149.36038,0.741,499,66,,0.276,-0.145
91,Senate,12103,71,0,CA,100,0,1,"CRANSTON, Alan",C000877,1914,2000.0,-0.387,-0.207,-146.9588,0.754,520,66,,-0.348,-0.109
91,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989.0,0.308,-0.445,-163.00786,0.744,552,64,,0.392,-0.385
91,Senate,10514,62,0,CO,200,0,1,"DOMINICK, Peter Hoyt",D000409,1915,1981.0,0.369,-0.434,-183.88287,0.7,515,80,,0.386,-0.513
91,Senate,2636,1,0,CT,100,0,1,"DODD, Thomas Joseph",D000390,1907,1971.0,-0.216,-0.034,-190.65274,0.557,326,90,,-0.186,0.218
