congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
86,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969.0,0.281,-0.864,-84.19259,0.738,277,33,,,
86,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984.0,-0.265,0.851,-106.62994,0.725,332,50,,-0.296,0.932
86,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985.0,-0.204,0.795,-110.99229,0.714,330,52,,-0.305,0.944
86,Senate,486,81,0,AK,100,0,1,"BARTLETT, Edward Lewis (Bob)",B000201,1904,1968.0,-0.495,0.484,-119.68481,0.714,356,58,,-0.409,0.474
86,Senate,3864,81,0,AK,100,0,1,"GRUENING, Ernest Henry",G000508,1887,1974.0,-0.689,0.724,-123.03052,0.707,355,64,,-0.599,0.656
86,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998.0,0.641,-0.289,-72.60644,0.792,312,39,,0.668,-0.121
86,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972.0,-0.221,0.334,-138.16684,0.658,330,66,,-0.118,0.236
86,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995.0,-0.38,0.925,-185.35966,0.571,331,100,,-0.221,0.824
86,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977.0,0.017,0.962,-98.59742,0.752,346,45,,0.062,0.925
86,Senate,2965,71,0,CA,100,0,1,"ENGLE, Clair",E000181,1911,1964.0,-0.219,0.096,-107.73348,0.74,358,46,,-0.398,0.258
86,Senate,5372,71,0,CA,200,0,1,"KUCHEL, Thomas Henry",K000335,1910,1994.0,0.098,-0.61,-97.82848,0.754,346,37,,0.122,-0.67
86,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989.0,0.308,-0.445,-128.89823,0.698,358,67,,0.226,-0.427
86,Senate,1540,62,0,CO,100,0,1,"CARROLL, John Albert",C000189,1901,1983.0,-0.543,-0.08,-58.19392,0.85,359,20,,-0.539,-0.087
86,Senate,1329,1,0,CT,200,0,1,"BUSH, Prescott Sheldon",B001167,1895,1972.0,0.28,-0.945,-88.30867,0.774,344,38,,0.339,-0.872
86,Senate,2636,1,0,CT,100,0,1,"DODD, Thomas Joseph",D000390,1907,1971.0,-0.216,-0.034,-117.31695,0.71,342,57,,-0.288,0.099
86,Senate,3349,11,0,DE,100,0,1,"FREAR, Joseph Allen, Jr.",F000356,1903,1993.0,0.034,0.477,-136.98568,0.667,338,65,,0.004,0.48
86,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988.0,0.603,-0.442,-105.42389,0.741,352,50,,0.608,-0.229
86,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971.0,0.009,0.599,-160.29254,0.641,360,81,,0.083,0.524
86,Senate,8593,43,0,FL,100,0,1,"SMATHERS, George Armistead",S000505,1913,2007.0,-0.143,0.714,-133.49286,0.666,328,72,,-0.101,0.726
86,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971.0,0.005,1.0,-93.01263,0.743,313,42,,0.102,0.995
86,Senate,9174,44,0,GA,100,0,1,"TALMADGE, Herman Eugene",T000035,1913,2002.0,-0.091,0.996,-103.26602,0.742,346,48,,0.036,0.999
86,Senate,3255,82,0,HI,200,0,1,"FONG, Hiram Leong",F000245,1906,2004.0,0.165,-0.515,-69.21117,0.699,193,40,,0.171,-0.497
86,Senate,5764,82,0,HI,100,0,1,"LONG, Oren Ethelbirt",L000425,1889,1965.0,-0.509,0.387,-54.55579,0.765,204,25,,-0.51,0.467
86,Senate,1721,63,0,ID,100,0,1,"CHURCH, Frank Forrester",C000388,1924,1984.0,-0.384,0.31,-97.82305,0.752,344,36,,-0.323,0.208
86,Senate,2803,63,0,ID,200,0,1,"DWORSHAK, Henry Clarence",D000585,1894,1962.0,0.402,0.056,-102.21815,0.738,337,53,,0.341,0.034
86,Senate,2609,21,0,IL,200,0,1,"DIRKSEN, Everett McKinley",D000360,1896,1969.0,0.317,-0.498,-94.5134,0.76,344,35,,0.428,-0.564
86,Senate,2691,21,0,IL,100,0,1,"DOUGLAS, Paul Howard",D000456,1892,1976.0,-0.58,-0.815,-121.00557,0.714,359,62,,-0.686,-0.592
86,Senate,1489,22,0,IN,200,0,1,"CAPEHART, Homer Earl",C000128,1897,1979.0,0.37,-0.222,-139.26916,0.622,293,56,,0.241,-0.238
86,Senate,4154,22,0,IN,100,0,1,"HARTKE, Rupert Vance",H000297,1919,2003.0,-0.42,0.238,-98.95039,0.749,343,49,,-0.353,0.34
86,Senate,4382,31,0,IA,200,0,1,"HICKENLOOPER, Bourke Blakemore",H000559,1896,1971.0,0.372,-0.316,-67.46708,0.816,332,25,,0.407,-0.392
86,Senate,6039,31,0,IA,200,0,1,"MARTIN, Thomas Ellsworth",M000199,1893,1971.0,0.304,-0.17,-98.93834,0.721,302,42,,0.254,-0.248
86,Senate,1510,32,0,KS,200,0,1,"CARLSON, Frank",C000154,1893,1987.0,0.232,-0.243,-99.46144,0.742,334,40,,0.231,-0.314
86,Senate,8270,32,0,KS,200,0,1,"SCHOEPPEL, Andrew Frank",S000138,1894,1962.0,0.377,0.012,-103.63994,0.726,324,52,,0.329,0.02
86,Senate,2052,51,0,KY,200,0,1,"COOPER, John Sherman",C000758,1901,1991.0,0.07,-0.408,-151.69071,0.647,348,84,,0.04,-0.428
86,Senate,6745,51,0,KY,200,0,1,"MORTON, Thruston Ballard",M001022,1907,1982.0,0.2,-0.4,-87.39628,0.762,322,40,,0.274,-0.571
86,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972.0,-0.089,0.996,-110.07237,0.725,342,52,,-0.078,0.997
86,Senate,5767,45,0,LA,100,0,1,"LONG, Russell Billiu",L000428,1918,2003.0,-0.18,0.873,-128.31886,0.692,348,56,,-0.241,0.971
86,Senate,6831,2,0,ME,100,0,1,"MUSKIE, Edmund Sixtus",M001121,1914,1996.0,-0.379,-0.052,-103.12075,0.744,348,52,,-0.274,-0.176
86,Senate,8666,2,0,ME,200,0,1,"SMITH, Margaret Chase",S000590,1897,1995.0,0.1,-0.378,-137.12849,0.683,360,69,,0.051,-0.464
86,Senate,546,52,0,MD,200,0,1,"BEALL, James Glenn",B000271,1894,1971.0,0.176,-0.55,-99.85107,0.74,331,48,,0.184,-0.509
86,Senate,1341,52,0,MD,200,0,1,"BUTLER, John Marshall",B001180,1897,1978.0,0.368,-0.212,-103.68126,0.72,315,46,,0.425,-0.246
86,Senate,5180,3,0,MA,100,0,1,"KENNEDY, John Fitzgerald",K000107,1917,1963.0,-0.311,-0.244,-64.68715,0.829,345,24,,-0.398,-0.185
86,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892,1979.0,0.175,-0.536,-102.10946,0.737,334,52,,0.217,-0.468
86,Senate,4148,23,0,MI,100,0,1,"HART, Philip Aloysius",H000291,1912,1976.0,-0.475,-0.358,-66.84847,0.83,358,29,,-0.505,-0.311
86,Senate,6366,23,0,MI,100,0,1,"McNAMARA, Patrick Vincent",M000582,1894,1966.0,-0.568,-0.091,-55.53848,0.853,350,22,,-0.572,-0.304
86,Senate,4728,33,0,MN,100,0,1,"HUMPHREY, Hubert Horatio, Jr.",H000953,1911,1978.0,-0.397,-0.093,-49.9503,0.864,343,19,,-0.546,-0.104
86,Senate,6134,33,0,MN,100,0,1,"McCARTHY, Eugene Joseph",M000311,1916,2005.0,-0.433,0.035,-72.82437,0.814,354,26,,-0.549,0.016
86,Senate,2822,46,0,MS,100,0,1,"EASTLAND, James Oliver",E000018,1904,1986.0,0.024,1.0,-80.3897,0.791,342,38,,0.089,0.957
86,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901,1995.0,-0.056,0.998,-93.99987,0.768,356,37,,0.056,0.998
86,Senate,4328,34,0,MO,100,0,1,"HENNINGS, Thomas Carey, Jr.",H000502,1903,1960.0,-0.356,-0.038,-67.39924,0.817,333,21,,-0.423,0.038
86,Senate,9141,34,0,MO,100,0,1,"SYMINGTON, William Stuart (Stuart)",S001136,1901,1988.0,-0.319,0.254,-83.72244,0.784,344,32,,-0.436,-0.066
86,Senate,5967,64,0,MT,100,0,1,"MANSFIELD, Michael Joseph (Mike)",M000113,1903,2001.0,-0.439,0.43,-68.86155,0.808,323,30,,-0.404,0.472
86,Senate,6820,64,0,MT,100,0,1,"MURRAY, James Edward",M001108,1876,1961.0,-0.432,0.35,-90.90805,0.775,356,40,,-0.373,0.463
86,Senate,2267,35,0,NE,200,0,1,"CURTIS, Carl Thomas",C001006,1905,2000.0,0.492,-0.004,-78.67904,0.797,346,33,,0.475,0.044
86,Senate,4660,35,0,NE,200,0,1,"HRUSKA, Roman Lee",H000875,1904,1999.0,0.446,-0.063,-81.96743,0.795,357,32,,0.421,-0.01
86,Senate,688,65,0,NV,100,0,1,"BIBLE, Alan Harvey",B000436,1909,1988.0,-0.2,0.528,-105.64867,0.741,352,55,,-0.203,0.532
86,Senate,1482,65,0,NV,100,0,1,"CANNON, Howard Walter",C000120,1912,2002.0,-0.211,0.495,-120.08727,0.713,355,59,,-0.282,0.545
86,Senate,1027,4,0,NH,200,0,1,"BRIDGES, Henry Styles (Styles)",B000823,1898,1961.0,0.372,-0.475,-75.68511,0.768,287,34,,0.381,-0.34
86,Senate,2087,4,0,NH,200,0,1,"COTTON, Norris H.",C000802,1900,1989.0,0.395,-0.318,-96.98824,0.746,331,44,,0.46,-0.53
86,Senate,1569,12,0,NJ,200,0,1,"CASE, Clifford Philip",C000220,1904,1982.0,-0.108,-0.994,-102.19467,0.749,354,50,,0.057,-0.998
86,Senate,10147,12,0,NJ,100,0,1,"WILLIAMS, Harrison Arlington, Jr.",W000502,1919,2001.0,-0.344,-0.381,-72.8043,0.812,349,36,,-0.361,-0.198
86,Senate,165,66,0,NM,100,0,1,"ANDERSON, Clinton Presba",A000186,1895,1975.0,-0.201,0.213,-119.54082,0.687,319,56,,-0.17,0.1
86,Senate,1678,66,0,NM,100,0,1,"CHAVEZ, Dennis",C000338,1888,1962.0,-0.206,0.391,-133.09399,0.672,335,63,,-0.231,0.549
86,Senate,4898,13,0,NY,200,0,1,"JAVITS, Jacob Koppel",J000064,1904,1986.0,-0.124,-0.992,-86.06946,0.783,351,40,,-0.054,-0.999
86,Senate,5116,13,0,NY,200,0,1,"KEATING, Kenneth Barnard",K000036,1900,1975.0,0.131,-0.991,-82.75729,0.794,359,37,,0.11,-0.994
86,Senate,2987,47,0,NC,100,0,1,"ERVIN, Samuel James, Jr.",E000211,1896,1985.0,-0.041,0.999,-117.53679,0.717,354,55,,-0.016,1.0
86,Senate,5073,47,0,NC,100,0,2,"JORDAN, Benjamin Everett",J000267,1896,1974.0,-0.093,0.985,-91.82658,0.763,340,37,,-0.042,0.906
86,Senate,1167,36,0,ND,200,2,5,"BRUNSDALE, Clarence Norman",B000982,1891,1978.0,0.333,-0.22,-42.26282,0.733,136,23,,0.339,-0.241
86,Senate,1252,36,0,ND,100,3,2,"BURDICK, Quentin Northrup",B001077,1908,1992.0,-0.371,0.42,,,,,,-0.447,0.085
86,Senate,5452,36,0,ND,200,1,1,"LANGER, William",L000070,1886,1959.0,0.023,0.436,-142.40427,0.439,173,73,,-0.224,0.64
86,Senate,10450,36,0,ND,200,0,1,"YOUNG, Milton Ruben",Y000047,1897,1983.0,0.172,0.187,-164.69541,0.6,322,83,,0.133,0.335
86,Senate,5500,24,0,OH,100,0,1,"LAUSCHE, Frank John",L000122,1895,1990.0,0.213,-0.281,-197.53603,0.577,359,89,,0.199,-0.328
86,Senate,10454,24,0,OH,100,0,1,"YOUNG, Stephen Marvin",Y000053,1889,1984.0,-0.351,-0.114,-136.99712,0.681,357,60,,-0.439,0.043
86,Senate,5213,53,0,OK,100,0,1,"KERR, Robert Samuel",K000144,1896,1963.0,-0.209,0.726,-112.29971,0.721,344,41,,-0.159,0.606
86,Senate,6597,53,0,OK,100,0,1,"MONRONEY, Almer Stillwell Mike",M000859,1902,1980.0,-0.264,0.36,-95.54772,0.759,347,41,,-0.342,0.392
86,Senate,5843,72,0,OR,100,2,5,"LUSK, Hall Stoner",L000520,1883,1983.0,-0.024,-0.144,-71.66737,0.579,131,34,,-0.028,-0.124
86,Senate,6738,72,0,OR,100,0,1,"MORSE, Wayne Lyman",M001014,1900,1974.0,-0.851,0.525,-82.62338,0.792,355,37,,-0.841,0.359
86,Senate,6882,72,0,OR,100,1,1,"NEUBERGER, Richard Lewis",N000053,1912,1960.0,-0.543,-0.419,-46.07918,0.806,214,20,,-0.448,-0.313
