congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
85,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969.0,0.281,-0.864,-69.92549,0.74,232,31,,,
85,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984.0,-0.265,0.851,-75.95027,0.741,253,33,,-0.294,0.747
85,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985.0,-0.204,0.795,-80.07256,0.731,255,38,,-0.295,0.733
85,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998.0,0.641,-0.289,-66.48597,0.751,232,35,,0.57,-0.074
85,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972.0,-0.221,0.334,-70.9078,0.75,247,33,,-0.136,0.216
85,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995.0,-0.38,0.925,-92.2157,0.659,221,43,,-0.213,0.771
85,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977.0,0.017,0.962,-55.46057,0.78,223,21,,-0.002,0.966
85,Senate,5343,71,0,CA,200,0,1,"KNOWLAND, William Fife",K000292,1908,1974.0,0.227,-0.453,-69.27284,0.762,255,28,,0.354,-0.544
85,Senate,5372,71,0,CA,200,0,1,"KUCHEL, Thomas Henry",K000335,1910,1994.0,0.098,-0.61,-79.83373,0.73,254,37,,0.122,-0.624
85,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989.0,0.308,-0.445,-79.96528,0.731,255,39,,0.276,-0.381
85,Senate,1540,62,0,CO,100,0,1,"CARROLL, John Albert",C000189,1901,1983.0,-0.543,-0.08,-34.74281,0.872,254,16,,-0.586,-0.045
85,Senate,1329,1,0,CT,200,0,1,"BUSH, Prescott Sheldon",B001167,1895,1972.0,0.28,-0.945,-65.27347,0.764,242,27,,0.314,-0.93
85,Senate,7656,1,0,CT,200,0,1,"PURTELL, William Arthur",P000575,1897,1978.0,0.186,-0.829,-56.39933,0.786,234,25,,0.169,-0.823
85,Senate,3349,11,0,DE,100,0,1,"FREAR, Joseph Allen, Jr.",F000356,1903,1993.0,0.034,0.477,-109.44654,0.624,232,46,,0.132,0.613
85,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988.0,0.603,-0.442,-93.67654,0.691,253,44,,0.543,-0.183
85,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971.0,0.009,0.599,-113.57955,0.641,255,54,,0.037,0.394
85,Senate,8593,43,0,FL,100,0,1,"SMATHERS, George Armistead",S000505,1913,2007.0,-0.143,0.714,-88.74361,0.682,232,50,,-0.105,0.485
85,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971.0,0.005,1.0,-58.40153,0.788,245,23,,0.071,0.997
85,Senate,9174,44,0,GA,100,0,1,"TALMADGE, Herman Eugene",T000035,1913,2002.0,-0.091,0.996,-60.79438,0.779,243,26,,0.004,1.0
85,Senate,1721,63,0,ID,100,0,1,"CHURCH, Frank Forrester",C000388,1924,1984.0,-0.384,0.31,-48.91563,0.818,244,21,,-0.367,0.115
85,Senate,2803,63,0,ID,200,0,1,"DWORSHAK, Henry Clarence",D000585,1894,1962.0,0.402,0.056,-81.45569,0.727,255,38,,0.385,0.075
85,Senate,2609,21,0,IL,200,0,1,"DIRKSEN, Everett McKinley",D000360,1896,1969.0,0.317,-0.498,-59.99263,0.786,249,23,,0.362,-0.696
85,Senate,2691,21,0,IL,100,0,1,"DOUGLAS, Paul Howard",D000456,1892,1976.0,-0.58,-0.815,-61.92897,0.784,255,29,,-0.693,-0.721
85,Senate,1489,22,0,IN,200,0,1,"CAPEHART, Homer Earl",C000128,1897,1979.0,0.37,-0.222,-84.12709,0.698,234,43,,0.426,-0.554
85,Senate,4922,22,0,IN,200,0,1,"JENNER, William Ezra",J000093,1908,1985.0,0.572,-0.011,-45.72987,0.804,210,24,,0.67,0.056
85,Senate,4382,31,0,IA,200,0,1,"HICKENLOOPER, Bourke Blakemore",H000559,1896,1971.0,0.372,-0.316,-59.21279,0.789,250,24,,0.383,-0.433
85,Senate,6039,31,0,IA,200,0,1,"MARTIN, Thomas Ellsworth",M000199,1893,1971.0,0.304,-0.17,-68.53759,0.76,250,27,,0.332,-0.401
85,Senate,1510,32,0,KS,200,0,1,"CARLSON, Frank",C000154,1893,1987.0,0.232,-0.243,-66.90226,0.737,219,28,,0.265,-0.44
85,Senate,8270,32,0,KS,200,0,1,"SCHOEPPEL, Andrew Frank",S000138,1894,1962.0,0.377,0.012,-66.35894,0.759,241,34,,0.439,-0.078
85,Senate,2052,51,0,KY,200,0,1,"COOPER, John Sherman",C000758,1901,1991.0,0.07,-0.408,-109.83686,0.644,250,49,,-0.004,-0.429
85,Senate,6745,51,0,KY,200,0,1,"MORTON, Thruston Ballard",M001022,1907,1982.0,0.2,-0.4,-83.97861,0.715,250,33,,0.174,-0.797
85,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972.0,-0.089,0.996,-84.19768,0.714,250,33,,-0.008,0.982
85,Senate,5767,45,0,LA,100,0,1,"LONG, Russell Billiu",L000428,1918,2003.0,-0.18,0.873,-75.64965,0.734,245,33,,-0.224,0.924
85,Senate,7271,2,0,ME,200,0,1,"PAYNE, Frederick George",P000150,1904,1978.0,0.094,-0.514,-79.50712,0.731,254,35,,0.031,-0.604
85,Senate,8666,2,0,ME,200,0,1,"SMITH, Margaret Chase",S000590,1897,1995.0,0.1,-0.378,-121.89064,0.62,255,57,,0.103,-0.245
85,Senate,546,52,0,MD,200,0,1,"BEALL, James Glenn",B000271,1894,1971.0,0.176,-0.55,-96.77301,0.68,251,50,,0.083,-0.496
85,Senate,1341,52,0,MD,200,0,1,"BUTLER, John Marshall",B001180,1897,1978.0,0.368,-0.212,-76.7731,0.719,233,39,,0.392,-0.153
85,Senate,5180,3,0,MA,100,0,1,"KENNEDY, John Fitzgerald",K000107,1917,1963.0,-0.311,-0.244,-52.7558,0.81,251,22,,-0.352,-0.058
85,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892,1979.0,0.175,-0.536,-76.737,0.729,243,32,,0.249,-0.529
85,Senate,6366,23,0,MI,100,0,1,"McNAMARA, Patrick Vincent",M000582,1894,1966.0,-0.568,-0.091,-42.17849,0.845,251,15,,-0.56,-0.313
85,Senate,7551,23,0,MI,200,0,1,"POTTER, Charles Edward",P000460,1916,1979.0,0.249,-0.438,-97.33049,0.676,249,49,,0.223,-0.419
85,Senate,4728,33,0,MN,100,0,1,"HUMPHREY, Hubert Horatio, Jr.",H000953,1911,1978.0,-0.397,-0.093,-36.60808,0.864,251,9,,-0.571,-0.289
85,Senate,9374,33,0,MN,200,0,1,"THYE, Edward John",T000259,1896,1969.0,0.125,-0.337,-98.13333,0.671,246,53,,0.097,-0.444
85,Senate,2822,46,0,MS,100,0,1,"EASTLAND, James Oliver",E000018,1904,1986.0,0.024,1.0,-62.5192,0.768,237,24,,0.065,0.981
85,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901,1995.0,-0.056,0.998,-68.66418,0.764,255,30,,0.018,0.913
85,Senate,4328,34,0,MO,100,0,1,"HENNINGS, Thomas Carey, Jr.",H000502,1903,1960.0,-0.356,-0.038,-40.75877,0.847,245,15,,-0.397,-0.079
85,Senate,9141,34,0,MO,100,0,1,"SYMINGTON, William Stuart (Stuart)",S001136,1901,1988.0,-0.319,0.254,-45.55983,0.834,251,16,,-0.374,-0.002
85,Senate,5967,64,0,MT,100,0,1,"MANSFIELD, Michael Joseph (Mike)",M000113,1903,2001.0,-0.439,0.43,-61.04052,0.786,253,30,,-0.438,0.508
85,Senate,6820,64,0,MT,100,0,1,"MURRAY, James Edward",M001108,1876,1961.0,-0.432,0.35,-43.15537,0.834,238,16,,-0.545,0.408
85,Senate,2267,35,0,NE,200,0,1,"CURTIS, Carl Thomas",C001006,1905,2000.0,0.492,-0.004,-57.8113,0.795,252,20,,0.452,0.09
85,Senate,4660,35,0,NE,200,0,1,"HRUSKA, Roman Lee",H000875,1904,1999.0,0.446,-0.063,-60.7784,0.782,247,29,,0.434,-0.005
85,Senate,688,65,0,NV,100,0,1,"BIBLE, Alan Harvey",B000436,1909,1988.0,-0.2,0.528,-97.82961,0.677,251,49,,-0.08,0.519
85,Senate,5944,65,0,NV,200,0,1,"MALONE, George Wilson",M000086,1890,1961.0,0.312,0.413,-162.50663,0.498,233,70,,0.147,0.486
85,Senate,1027,4,0,NH,200,0,1,"BRIDGES, Henry Styles (Styles)",B000823,1898,1961.0,0.372,-0.475,-48.8185,0.769,186,19,,0.502,-0.523
85,Senate,2087,4,0,NH,200,0,1,"COTTON, Norris H.",C000802,1900,1989.0,0.395,-0.318,-80.20643,0.722,246,35,,0.379,-0.386
85,Senate,1569,12,0,NJ,200,0,1,"CASE, Clifford Philip",C000220,1904,1982.0,-0.108,-0.994,-53.62388,0.808,252,21,,-0.068,-0.998
85,Senate,8635,12,0,NJ,200,0,1,"SMITH, Howard Alexander",S000553,1880,1966.0,0.159,-0.873,-62.57382,0.777,248,24,,0.238,-0.817
85,Senate,165,66,0,NM,100,0,1,"ANDERSON, Clinton Presba",A000186,1895,1975.0,-0.201,0.213,-96.60897,0.65,224,53,,-0.089,0.387
85,Senate,1678,66,0,NM,100,0,1,"CHAVEZ, Dennis",C000338,1888,1962.0,-0.206,0.391,-74.64702,0.714,222,38,,-0.215,0.508
85,Senate,4834,13,0,NY,200,0,1,"IVES, Irving McNeil",I000050,1896,1962.0,0.043,-0.999,-88.26232,0.682,231,42,,0.051,-0.573
85,Senate,4898,13,0,NY,200,0,1,"JAVITS, Jacob Koppel",J000064,1904,1986.0,-0.124,-0.992,-56.74359,0.793,245,26,,-0.155,-0.988
85,Senate,2987,47,0,NC,100,0,1,"ERVIN, Samuel James, Jr.",E000211,1896,1985.0,-0.041,0.999,-69.2128,0.756,247,26,,-0.043,0.999
85,Senate,5073,47,0,NC,100,2,2,"JORDAN, Benjamin Everett",J000267,1896,1974.0,-0.093,0.985,-31.47516,0.757,113,11,,-0.07,0.963
85,Senate,8313,47,0,NC,100,1,1,"SCOTT, William Kerr",S000187,1896,1958.0,-0.258,0.651,-34.85964,0.74,116,18,,-0.297,0.753
85,Senate,5452,36,0,ND,200,0,1,"LANGER, William",L000070,1886,1959.0,0.023,0.436,-183.48838,0.419,211,89,,-0.084,0.426
85,Senate,10450,36,0,ND,200,0,1,"YOUNG, Milton Ruben",Y000047,1897,1983.0,0.172,0.187,-127.0967,0.571,227,69,,0.186,0.359
