congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
88,President,99902,99,0,USA,100,0,0,"KENNEDY, John Fitzgerald",K000107,1917,1963.0,-0.472,-0.487,-14.86496,0.919,176,4,,,
88,President,99903,99,0,USA,100,0,0,"JOHNSON, Lyndon Baines",J000160,1908,1973.0,-0.337,-0.035,-25.53074,0.897,236,7,,,
88,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984.0,-0.265,0.851,-119.1072,0.77,455,38,,-0.186,0.983
88,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985.0,-0.204,0.795,-145.28721,0.743,490,58,,-0.221,0.975
88,Senate,486,81,0,AK,100,0,1,"BARTLETT, Edward Lewis (Bob)",B000201,1904,1968.0,-0.495,0.484,-146.52201,0.745,498,58,,-0.483,0.401
88,Senate,3864,81,0,AK,100,0,1,"GRUENING, Ernest Henry",G000508,1887,1974.0,-0.689,0.724,-182.23904,0.672,458,95,,-0.637,0.618
88,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998.0,0.641,-0.289,-49.35392,0.853,311,19,,0.659,-0.324
88,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972.0,-0.221,0.334,-114.95476,0.729,363,45,,-0.309,0.611
88,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995.0,-0.38,0.925,-192.90591,0.653,452,86,,-0.298,0.955
88,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977.0,0.017,0.962,-126.62569,0.767,478,55,,0.02,0.861
88,Senate,2965,71,0,CA,100,1,1,"ENGLE, Clair",E000181,1911,1964.0,-0.219,0.096,-97.54604,0.753,344,38,,-0.256,0.154
88,Senate,5372,71,0,CA,200,0,1,"KUCHEL, Thomas Henry",K000335,1910,1994.0,0.098,-0.61,-127.5531,0.772,494,67,,0.05,-0.656
88,Senate,10821,71,0,CA,100,2,2,"SALINGER, Pierre Emil George",S000016,1925,2004.0,-0.462,-0.005,-12.03124,0.786,50,5,,-0.46,-0.035
88,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989.0,0.308,-0.445,-137.03797,0.759,496,56,,0.339,-0.592
88,Senate,10514,62,0,CO,200,0,1,"DOMINICK, Peter Hoyt",D000409,1915,1981.0,0.369,-0.434,-125.8894,0.772,486,50,,0.487,-0.591
