congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,President,99912,99,0.0,USA,200,0,0,"TRUMP, Donald John",,1946,,0.403,0.162,,,,,,,
116,Senate,41705,41,0.0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.088,0.187,-80.32594,0.88065,632,33,,-0.081,0.234
116,Senate,94659,41,0.0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.447,0.575,-45.96204,0.93302,663,27,,0.437,0.219
116,Senate,40300,81,0.0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.21,-0.305,-47.70116,0.92629,623,12,,0.283,-0.424
116,Senate,41500,81,0.0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.477,0.073,-53.56372,0.92078,649,25,,0.51,-0.04
116,Senate,21300,61,0.0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.104,0.073,-86.12715,0.86792,608,27,,-0.065,0.217
116,Senate,21501,61,0.0,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.345,0.027,-35.62669,0.94281,605,13,,0.338,0.209
116,Senate,41905,61,0.0,AZ,100,,,"KELLY, Mark Edward",K000377,1964,,-0.18,0.408,-8.76807,0.81933,44,5,,-0.064,0.499
116,Senate,20101,42,0.0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.425,0.313,-30.45772,0.95543,668,15,,0.354,0.245
116,Senate,21301,42,0.0,AR,200,,,"COTTON, Tom",C001095,1977,,0.614,0.116,-80.92654,0.88493,662,36,,0.471,-0.083
116,Senate,41701,71,0.0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.709,-0.105,-29.10452,0.90983,308,12,,-0.729,-0.137
116,Senate,49300,71,0.0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.268,-0.183,-77.96928,0.88858,660,24,,-0.263,-0.057
116,Senate,21112,62,0.0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-48.59692,0.92807,651,21,,0.355,-0.009
116,Senate,40910,62,0.0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.229,-0.173,-109.61826,0.82019,553,51,,-0.3,-0.144
116,Senate,20707,1,0.0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.271,-0.196,-157.53926,0.78879,664,69,,-0.165,-0.323
116,Senate,41101,1,0.0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.436,-0.167,-109.42771,0.84764,662,47,,-0.456,-0.173
116,Senate,15015,11,0.0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.177,-0.223,-105.69609,0.85284,664,29,,-0.19,-0.211
116,Senate,40916,11,0.0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.23,-0.212,-75.95711,0.88891,645,26,,-0.21,-0.237
116,Senate,41102,43,0.0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.606,-0.209,-50.57845,0.92355,636,25,,0.517,-0.102
116,Senate,41903,43,0.0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.656,0.147,-67.28371,0.9005,642,32,,0.547,0.065
116,Senate,29909,44,0.0,GA,200,,,"ISAKSON, Johnny",I000055,1944,2021.0,0.402,-0.011,-10.54373,0.96184,271,2,,0.336,0.153
116,Senate,41501,44,0.0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.562,-0.075,-38.26812,0.93689,587,19,,0.474,0.156
116,Senate,41904,44,0.0,GA,200,,,"LOEFFLER, Kelly",L000594,1970,,0.555,-0.203,-18.40266,0.9218,226,7,,0.556,-0.201
116,Senate,20713,82,0.0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.512,-0.087,-88.49606,0.87271,650,44,,-0.575,-0.002
116,Senate,41112,82,0.0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.445,-0.102,-98.2503,0.85644,634,41,,-0.466,-0.111
116,Senate,29345,63,0.0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.498,0.277,-33.83508,0.95032,664,16,,0.492,0.65
116,Senate,40902,63,0.0,ID,200,,,"RISCH, James",R000584,1943,,0.553,0.409,-27.617,0.9584,650,12,,0.573,0.636
116,Senate,15021,21,0.0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.348,-0.305,-134.55558,0.81481,657,71,,-0.287,-0.12
116,Senate,21325,21,0.0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.335,0.1,-96.49562,0.86125,646,36,,-0.376,0.208
116,Senate,21133,22,0.0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.46,-0.036,-69.03749,0.89996,655,31,,0.46,-0.329
116,Senate,41900,22,0.0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.8,0.6,-61.55663,0.91133,663,29,,0.837,0.335
116,Senate,14226,31,0.0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.353,-0.056,-60.45822,0.91221,658,20,,0.491,0.026
116,Senate,41502,31,0.0,IA,200,,,"ERNST, Joni",E000295,1970,,0.553,-0.097,-57.22448,0.91646,656,23,,0.544,-0.139
116,Senate,14852,32,0.0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-23.41567,0.96396,638,2,,0.339,0.203
116,Senate,29722,32,0.0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.418,0.229,-87.26207,0.86527,603,35,,0.452,-0.276
116,Senate,14921,51,0.0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.01,-63.75142,0.90898,668,16,,0.297,0.201
116,Senate,41104,51,0.0,KY,200,,,"PAUL, Rand",P000603,1963,,0.881,-0.473,-175.75535,0.7486,607,92,,0.879,-0.477
116,Senate,20919,45,0.0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.466,-0.06,-48.42328,0.9259,629,24,,0.504,-0.06
116,Senate,41703,45,0.0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.575,0.006,-76.99544,0.8891,655,36,,0.681,-0.043
116,Senate,41300,2,0.0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.16,-0.211,-83.70373,0.88223,668,34,,-0.167,-0.201
116,Senate,49703,2,0.0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.115,-0.535,-60.61765,0.91325,668,17,,0.139,-0.404
116,Senate,15408,52,0.0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.224,-108.56252,0.84726,655,39,,-0.277,-0.113
116,Senate,20330,52,0.0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.391,-0.207,-105.0345,0.8543,667,40,,-0.38,-0.333
116,Senate,14435,3,0.0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.514,-0.459,-68.16386,0.8921,597,23,,-0.625,-0.759
116,Senate,41301,3,0.0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.758,-0.313,-14.53991,0.96581,418,3,,-0.792,-0.434
116,Senate,20923,23,0.0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.246,-0.185,-106.09471,0.85294,667,45,,-0.296,-0.027
116,Senate,29732,23,0.0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.013,-115.54893,0.83411,637,58,,-0.397,-0.108
116,Senate,40700,33,0.0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.285,-0.367,-137.86824,0.75301,486,71,,-0.476,-0.367
116,Senate,41706,33,0.0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.399,-0.056,-81.41327,0.88428,662,37,,-0.413,-0.032
116,Senate,29534,46,0.0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.377,0.358,-28.35472,0.95838,667,8,,0.364,0.196
116,Senate,41707,46,0.0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.43,0.396,-23.64559,0.9646,656,9,,0.363,0.38
116,Senate,29735,34,0.0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.404,0.218,-27.88108,0.95826,654,6,,0.341,0.156
116,Senate,41901,34,0.0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.739,-0.229,-91.50784,0.87126,664,37,,0.618,-0.383
116,Senate,21338,64,0.0,MT,200,,,"DAINES, Steve",D000618,1962,,0.572,-0.063,-63.95115,0.90725,657,29,,0.58,-0.214
116,Senate,40702,64,0.0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.215,0.145,-87.64064,0.87313,646,34,,-0.237,0.158
116,Senate,41302,35,0.0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.455,0.272,-26.8746,0.95907,643,10,,0.48,0.486
116,Senate,41503,35,0.0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.678,-0.235,-40.29467,0.93935,644,15,,0.717,-0.012
116,Senate,21743,65,0.0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.284,0.287,-67.17928,0.90378,664,22,,-0.321,0.339
116,Senate,41700,65,0.0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.365,0.339,-63.24295,0.90915,664,25,,-0.354,0.337
116,Senate,40906,4,0.0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.237,-0.142,-83.3581,0.88152,661,35,,-0.216,-0.036
116,Senate,41702,4,0.0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.231,-0.006,-77.17195,0.8909,668,29,,-0.214,0.006
116,Senate,29373,12,0.0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.367,-0.122,-122.71419,0.83126,664,52,,-0.382,-0.125
116,Senate,41308,12,0.0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.587,-0.267,-52.42732,0.87914,407,27,,-0.551,-0.382
116,Senate,20930,66,0.0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.33,-0.02,-120.04893,0.82969,643,54,,-0.393,-0.015
116,Senate,29924,66,0.0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-82.54995,0.88176,656,36,,-0.435,0.04
116,Senate,14858,13,0.0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.357,-0.416,-104.92449,0.85464,668,40,,-0.416,-0.387
116,Senate,20735,13,0.0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.471,-0.425,-90.09613,0.85284,566,50,,-0.654,-0.349
116,Senate,29548,47,0.0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.436,-0.063,-25.14388,0.95772,582,5,,0.342,0.189
116,Senate,41504,47,0.0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.404,-0.055,-41.604,0.93639,633,14,,0.426,0.202
116,Senate,21350,36,0.0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.399,0.358,-23.45148,0.96462,651,7,,0.373,0.247
116,Senate,41107,36,0.0,ND,200,,,"HOEVEN, John",H001061,1957,,0.374,0.407,-24.89761,0.96281,657,9,,0.371,0.274
116,Senate,29386,24,0.0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.372,-0.208,-28.76419,0.95729,659,6,,0.314,0.104
116,Senate,29389,24,0.0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.428,-0.11,-137.97201,0.81058,657,59,,-0.374,-0.106
116,Senate,15424,53,0.0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.555,0.047,-45.9288,0.93168,649,27,,0.617,-0.005
116,Senate,21166,53,0.0,OK,200,,,"LANKFORD, James",L000575,1968,,0.604,0.164,-31.69906,0.95365,668,11,,0.687,0.296
116,Senate,14871,72,0.0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.478,-125.37653,0.82651,658,67,,-0.376,-0.627
116,Senate,40908,72,0.0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.443,-0.734,-75.76337,0.89201,663,26,,-0.409,-0.724
116,Senate,29935,14,0.0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.624,-0.359,-62.75407,0.90674,641,28,,0.707,-0.107
116,Senate,40703,14,0.0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.314,0.183,-100.40417,0.86044,668,48,,-0.339,0.197
116,Senate,29142,5,0.0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.173,-120.14162,0.83494,666,62,,-0.313,-0.076
116,Senate,40704,5,0.0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.355,-0.083,-127.93032,0.81192,614,52,,-0.291,0.019
116,Senate,21173,48,0.0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.628,0.008,-41.58241,0.93912,662,19,,0.557,0.093
116,Senate,29566,48,0.0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.38,-0.241,-30.1047,0.95391,638,11,,0.325,-0.006
116,Senate,29754,37,0.0,SD,200,,,"THUNE, John",T000250,1961,,0.425,0.177,-25.50017,0.96244,666,10,,0.394,0.28
116,Senate,41505,37,0.0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.37,0.05,-46.05929,0.92379,581,19,,0.437,0.388
116,Senate,20351,54,0.0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.627,0.161,-43.67803,0.93559,656,20,,0.695,0.164
116,Senate,40304,54,0.0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0.0,TX,200,,,"CORNYN, John",C001056,1952,,0.476,-0.068,-37.99589,0.94414,661,18,,0.44,0.093
116,Senate,41304,49,0.0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.823,-0.255,-49.91145,0.92383,630,25,,0.908,-0.418
116,Senate,41110,67,0.0,UT,200,,,"LEE, Mike",L000577,1971,,0.883,-0.469,-118.87194,0.83472,658,72,,0.91,-0.414
116,Senate,41902,67,0.0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.289,0.328,-99.31837,0.86088,663,44,,0.39,0.705
116,Senate,14307,6,0.0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-117.41036,0.83404,647,67,,-0.279,-0.04
116,Senate,29147,6,0.0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.535,-0.397,-40.31893,0.87266,296,20,,-0.775,-0.467
116,Senate,40909,40,0.0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.204,-0.042,-76.37706,0.8893,651,27,,-0.222,-0.019
116,Senate,41305,40,0.0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.245,-0.057,-85.10043,0.87799,654,33,,-0.255,0.005
116,Senate,39310,73,0.0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.305,-0.414,-107.56155,0.84961,660,43,,-0.36,-0.36
116,Senate,49308,73,0.0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.307,-86.92596,0.87112,630,36,,-0.4,-0.275
116,Senate,20146,56,0.0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.273,0.092,-25.70726,0.96008,631,4,,0.326,0.177
116,Senate,40915,56,0.0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.058,0.421,-70.59495,0.89783,655,19,,-0.052,0.388
116,Senate,29940,25,0.0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.136,-132.31485,0.81982,666,65,,-0.396,-0.001
116,Senate,41111,25,0.0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.615,-0.197,-46.52218,0.9302,643,24,,0.61,0.017
116,Senate,40707,68,0.0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.539,0.228,-30.47499,0.9554,668,16,,0.602,0.323
116,Senate,49706,68,0.0,WY,200,,,"ENZI, Michael B.",E000285,1944,2021.0,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
